judul,lokasi,harga,luas_tanah_m2,luas_bangunan_m2,kamar_tidur,kamar_mandi,garasi,poster,posting_date
Murah Mewah Kota Mandiri Mall Golf Pejabat Negara,"Sawangan, Depok","1,3 Miliar",88,79,3,2,2,PIrman,19 Agustus 2022
Rumah Strategis Siap Huni di Diamond Andara Residence,"Cinere, Depok","1,4 Miliar",78,120,3,2,1,PASHOUSES ID,19 Agustus 2022
Rumah 2 Lantai Strategis Di Andara Village Cinere Depok Dekat Area Perbelanjaan Akses Mudah Dekat Tol,"Cinere, Depok","2,52 Miliar",150,200,4,3,1,PASHOUSES ID,19 Agustus 2022
Rumah Strategis Di Sawangan Akses Mudah Dekat Terminal Harga Nego,"Sawangan, Depok",780 Juta,72,42,2,1,1,PASHOUSES ID,19 Agustus 2022
Rumah Cluster Paling Murah di Pekapuran Deket Tol Cimanggis Depok,"Cimanggis, Depok",525 Juta,63,37,2,1,1,Udin Kido,19 Agustus 2022
Rumah Mewah Harga Murah,"Sawangan, Depok",500 Juta,80,45,2,1,1,Karsito Fix Property,13 Agustus 2022
Rumah 2 Lantai Di Pahlawan Residence Sawangan Bebas Banjir Harga Nego,"Sawangan, Depok","1,56 Miliar",109,90,3,2,2,PASHOUSES ID,12 Agustus 2022
"Rumah 2 Lantai Sertifikat Hak Milik Di Permata Puri Laguna, Depok","Cimanggis, Depok",2 Miliar,143,125,4,3,1,LIL MUTTAQIN,26 Agustus 2022
Rumah Cantik Harga Low Budget Lokasi 7 Menit Ke Tol Cisalak,"Cimanggis, Depok",897 Juta,90,70,3,2,1,Teana Bella,26 Agustus 2022
Rumah Strategis Bebas Banjir Dekat Pancoran Mas,"Pancoran Mas, Depok","1,41 Miliar",180,112,3,3,,Irfan Fahreza,19 Agustus 2022
Rumah Minimalis Unit Pojok Di Pamulang Park Residence Dekat Cinere,"Cinere, Depok",1 Miliar,121,60,2,1,,Irfan Fahreza,19 Agustus 2022
Rumah Minimalis Siap Huni Dekat Cinere di Pamulang Park Residence,"Cinere, Depok",960 Juta,90,60,2,1,1,Irfan Fahreza,19 Agustus 2022
Rumah Seken Bebas Banjir Dekat Limo Harga Nego Siap Kpr,"Limo, Depok",870 Juta,140,131,3,1,,Irfan Fahreza,19 Agustus 2022
Rumah Siap Huni Dekat Limo Di Tamansari Puri Bali,"Limo, Depok",840 Juta,108,90,2,1,1,Irfan Fahreza,19 Agustus 2022
Rumah Minimalis Siap Huni Di Istana Griya Cinangka Dekat Cinere,"Cinere, Depok",725 Juta,88,50,2,1,,Irfan Fahreza,19 Agustus 2022
Rumah Minimalis Modern Harga Nego Bebas Banjir di Trevista Park,"Bojong Sari, Depok","1,68 Miliar",189,130,3,2,1,PASHOUSES ID,18 Agustus 2022
Rumah Luas 2 Lantai  Cepat di Limo Residence Siap Huni,"Limo, Depok","1,41 Miliar",112,180,3,3,1,PASHOUSES ID,18 Agustus 2022
Rumah Mewah Harga Terbaik Bebas Banjir di Trevista Park Siap KPR,"Bojong Sari, Depok","1,68 Miliar",189,130,3,2,,Meti Muslikhatun,18 Agustus 2022
Rumah Seken Murah di Depok Dekat Margonda Harga Nego,"Margonda, Depok",819 Juta,72,36,2,1,1,PASHOUSES ID,12 Agustus 2022
Rumah 2 Lantai Siap Huni Nego di Yve Habitat Dekat Cinere,"Cinere, Depok","2,28 Miliar",120,83,2,2,1,PASHOUSES ID,12 Agustus 2022
Rumah 2 lantai terjangkau di Cimanggis Depok dekat pintu Tol,"Cimanggis, Depok",755 Juta,73,62,3,2,1,Udin Kido,11 Agustus 2022
Rumah murah lokasi depok,"Sawangan, Depok",299 Juta,63,40,2,1,1,Supriyadi Supriyadi,05 Agustus 2022
Rumah 2 Lantai Cimanggis Depok Cantik Gaya Bali Akses jalan besar Strategis 10 menit Tol Cijago dan Stasiun Pondok Cina,"Cimanggis, Depok",800 Juta,68,56,3,2,,Datu Meirina,05 Agustus 2022
Rumah Radar Auri Cimanggis Depok Dekat Jalan Raya 10 Menit ke Tol Cijago Nempel Jakarta Timur,"Cimanggis, Depok",800 Juta,67,54,3,2,2,Datu Meirina,05 Agustus 2022
Rumah 2 Lantai Bata Merah Harga Murah Nempel Gdc Depok Dekat Stasiun Dan Tol Margonda,"Cilodong, Depok",742 Juta,63,60,3,2,2,Datu Meirina,05 Agustus 2022
Rumah 2 Lantai tanah luas dekat Grand Depok City Akses jalan besar Dekat Stasiun dan Tol Cijago,"Cilodong, Depok",970 Juta,81,70,3,2,1,Datu Meirina,05 Agustus 2022
Rumah Harga Murah Banget Tanah Luas Di Komplek Cinere,"Cinere, Depok","5,2 Miliar",795,400,5,4,,Ria Delsy,01 September 2022
Rumah Tinggal 2 Lantai Belakang Kampus Ui Dekat Pintu Tol Kukusan,"Kukusan, Depok","3,5 Miliar",268,140,4,3,1,Mochamad Junaidi,01 September 2022
"Rumah Mewah Dijual Muraaah Di Cinere Hanya 1,750 Milyar","Cinere, Depok","1,75 Miliar",140,200,4,3,,Rara,01 September 2022
Di  Rumah Siap Huni di Bumi Sawangan Indah 2.,"Sawangan, Depok",375 Juta,72,40,2,1,1,Heri Nur Saparirudin Nur Saparirudin,31 Agustus 2022
Di  Rumah Siap Huni di Riveria Hills.,"Cinangka, Depok",350 Juta,72,40,2,1,1,Heri Nur Saparirudin Nur Saparirudin,31 Agustus 2022
Di  Rumah Siap Huni di Bumi Sawangan Indah 2.,"Sawangan, Depok",375 Juta,72,40,2,1,1,Heri Nur Saparirudin Nur Saparirudin,31 Agustus 2022
Rumah Siap Huni Bukit Rivaria Sawangan di Sektor 2.,"Sawangan, Depok",465 Juta,75,50,2,1,1,Heri Nur Saparirudin Nur Saparirudin,31 Agustus 2022
Rumah di Depok paling dekat ke stasiun KRL nempel GDC Kalimulya,"Sukmajaya, Depok",845 Juta,68,66,3,2,1,Udin Kido,31 Agustus 2022
RUMAH MEWAH TERMURAH DEKAT MALL THE PARK SAWANGAN! SEMI FURNISHED,"Sawangan, Depok","1,2 Miliar",84,75,2,2,,Meiriska Putri,31 Agustus 2022
Rumah MEWAH Dekat Stasiun Pinggir Jalan Raya,"Pancoran Mas, Depok",790 Juta,75,70,3,2,1,Hanum Property Sofia,31 Agustus 2022
Rumah Asri Siap Huni Dalam Town House Di Cinere Dekat Toll Brigif,"Cinere, Depok","2,1 Miliar",120,180,4,2,1,Dewi Palupi,25 Agustus 2022
Rumah Murah 1 Lantai di Citayam Dekat Stasiun,"Citayam, Depok",250 Juta,60,36,2,1,1,Hari Ash,25 Agustus 2022
Rumah Siap Huni Modern Minimalis Di YVE Habitat Limo Dekat Toll,"Cinere, Depok","2,5 Miliar",120,115,3,3,1,Dewi Palupi,25 Agustus 2022
Rumah Siap Huni Dalam Cluster Yve Habitat Strategis Dekat Toll,"Cinere, Depok","2,5 Miliar",120,113,3,2,2,Dewi Palupi,25 Agustus 2022
Sisa 2 Unit Saja Rumah Baru Modern Tropis Lengkap Dengan Club House di Sawangan,"Sawangan, Depok",992 Juta,66,73,3,1,1,Imelda Mantho,25 Agustus 2022
RUMAH 2 LANTAI DIJUAL MURAH Siap Huni Di Komplek Mega Cinere Depok Strategis Dekat Living Plaza Cinere Lingkungan Asri Aman Nyaman Tidak Banjir Dekat Taman,"Cinere, Depok","2,2 Miliar",154,150,4,2,2,Warsikin Asyraf  Raja Closing,24 Agustus 2022
Rumah 2 Lantai Bagus Terawat Dan Rapi Dalam Komplek di Cinere,"Cinere, Depok",3 Miliar,208,250,5,3,1,Wiwie Setya,24 Agustus 2022
"Rumah Siap Huni di Bedahan Raya Sawangan Depok,dekat Tol dan Stasiun","Sawangan, Depok",360 Juta,60,36,2,1,1,Devi Yunawati,18 Agustus 2022
Rumah Mewah 2 lantai di Jl raya jakarta bogor,"Sawangan, Depok","1,54 Miliar",110,89,3,3,2,Hally Wildan murah properti,18 Agustus 2022
Rumah Mewah Di Sawangan di Jl Raya Jakarta Bogor,"Sawangan, Depok","1,78 Miliar",112,110,4,3,2,Hally Wildan murah properti,18 Agustus 2022
Runah baru banget dalam cluster ala villa bali dekat tol krukut,"Cinere, Depok","1,5 Miliar",81,98,3,2,1,Maria ERA Project,18 Agustus 2022
RUMAH 2 LANTAI DI TELAGA GOLF DEPOK,"Sawangan, Depok","1,87 Miliar",120,135,5,5,2,Fitri Said,17 Agustus 2022
Cluster Mewah Berkualitas dengan Harga Termurah Se Pancoran Mas,"Pancoran Mas, Depok",350 Juta,60,40,2,1,1,Iwan Winandar,11 Agustus 2022
Rumah murah terjangkau dekat pintu Tol Cibubur Depok,"Cibubur, Depok",900 Juta,103,56,3,2,1,Udin Kido,11 Agustus 2022
Rumah 2 Lantai Nyaman 300 Meter Ke Stasiun Kereta di Depok,"Sawangan, Depok",793 Juta,72,90,3,2,1,Muhammad Yusuf Muharram,11 Agustus 2022
Rumah Siap Huni Dekat Stasiun Kereta di Mampang Pancoran Mas,"Pancoran Mas, Depok",930 Juta,85,110,4,3,1,Muhammad Yusuf Muharram,11 Agustus 2022
Dekat Stasiun Citayam Rumah Ala Pedesaan Eropa,"Citayam, Depok",430 Juta,65,36,2,1,1,Camelia Mitramugi,11 Agustus 2022
Rumah 2 Lantai di Tengah Kota Depok Dekat Stasiun Depok Baru,"Cilodong, Depok",607 Juta,65,55,2,2,1,Camelia Mitramugi,11 Agustus 2022
